NP_code,Model,bins,fpr,tpr
NP1,FC-Based Model,0.8,0.8541909573778987,0.9281339322172315
NP1,Shuffled Baseline,0.8,0.8472865822263412,0.8497241155469004
NP1,IEA Cycle-Based Model,0.8,0.8461996132678864,0.8466947960618847
NP1,FC-Based Model,0.9,0.9702338766832035,0.984115165053363
NP1,Shuffled Baseline,0.9,0.961786540099793,0.9587009333844777
NP1,IEA Cycle-Based Model,0.9,0.9498661311914324,0.9502109704641349
NP43,FC-Based Model,-0.1,0.0,0.0
NP43,Shuffled Baseline,-0.1,0.0,0.0
NP43,IEA Cycle-Based Model,-0.1,0.0,0.0
NP43,IEA Cycle-Based Model,0.0,0.00847457627118644,0.0
NP43,FC-Based Model,0.1,0.15254237288135594,0.3115942028985507
NP43,FC-Based Model,0.2,0.2288135593220339,0.40942028985507245
NP43,Shuffled Baseline,0.2,0.2288135593220339,0.2644927536231884
NP43,IEA Cycle-Based Model,0.2,0.2775423728813559,0.38315217391304346
NP43,Shuffled Baseline,0.3,0.3389830508474576,0.3333333333333333
NP43,FC-Based Model,0.3,0.3135593220338983,0.5398550724637681
NP43,Shuffled Baseline,0.4,0.4830508474576271,0.4528985507246377
NP43,IEA Cycle-Based Model,0.4,0.4915254237288136,0.6847826086956522
NP43,FC-Based Model,0.6,0.6864406779661016,0.7681159420289855
NP43,Shuffled Baseline,0.7,0.7457627118644068,0.7717391304347826
NP43,FC-Based Model,0.7,0.7542372881355932,0.8115942028985508
NP43,Shuffled Baseline,0.8,0.8305084745762712,0.8007246376811594
NP43,IEA Cycle-Based Model,0.9,0.963276836158192,0.9613526570048309
NP43,FC-Based Model,0.9,0.963276836158192,0.9734299516908212
NP43,Shuffled Baseline,0.9,0.9661016949152542,0.9528985507246377
