NP_code,1.9822712330395684,1.9195566506095723,1.8568420681795763,1.7941274857495801,1.7314129033195842,1.668698320889588,1.6059837384595919,1.543269156029596,1.4805545735995997,1.4178399911696036,1.3551254087396076,1.2924108263096115,1.2296962438796153,1.1669816614496193,1.1042670790196232,1.041552496589627,0.9788379141596311,0.9161233317296349,0.853408749299639,0.7906941668696428,0.7279795844396468,0.6652650020096507,0.6025504195796545,0.5398358371496585,0.47712125471966244
NP1,0.11462553224601243,0.20978285630039084,0.24200244545619193,0.2363412107546536,0.23797794227230037,0.20574496028331551,0.16052671028246995,0.100088313927314,0.0888026070147814,0.06291549964238763,0.07096381340442148,0.07732496633874693,0.18949019416495783,0.19041896135008726,0.10369393718265306,0.14068962273481228,0.15623417731479827,0.09240970768583524,0.0898819012388465,0.16425353219834202,0.1477443633548537,0.15750783713272754,0.14085275010000667,0.11167970336769176,0.12983820697216694
NP15,0.08811175816173407,0.13852747631853188,0.22576982092764886,0.16836576962936314,0.11764052499346268,0.17184033479379562,0.07097250735375958,0.12404773737524606,0.16566599376280844,0.24721705168053304,0.30909494780651303,0.18562240844155564,0.16063760699754723,0.14597808455878758,0.14050293708174388,0.20242088756428053,0.2124062040012548,0.17608663983264317,0.10983368194855621,0.11874341333321085,0.1642250446292869,0.11664481378587885,0.14079885778904455,0.09241276091598175,0.20384293598736886
NP17,0.15208199571092715,0.14780144500810588,0.1378337575054212,0.16640316637109337,0.1272495224490856,0.11919098469909536,0.08941671508969459,0.08239097299621351,0.11542380037875408,0.05318672290242311,0.08663235820673837,0.08924362531200845,0.17442340838606488,0.16235907133928226,0.19148607018719094,0.17551386107506023,0.07572444903231176,0.10894509704737254,0.06633958841960517,0.10398454983406481,0.1863483910317691,0.22004245358157543,0.13654288479365037,0.12157899398588352,0.1337860721378044
NP19,0.04653488072659203,0.11202116286195353,0.15758126245268636,0.1907082245151557,0.17078102157069772,0.15335464849183167,0.11880966757114078,0.08458509850152997,0.10529780406867069,0.1365672756016612,0.14120489178898188,0.2384184567013395,0.24562062530656087,0.23189643741080704,0.1534015845554428,0.17414385361640758,0.2226627975168653,0.24742046684454275,0.24517088023063255,0.2118399489623568,0.21177918252039982,0.23719894135365183,0.24201493820036557,0.2359183865606542,0.23395830435752552
NP21,0.08448533840723219,0.05048968552498297,0.05184360152030634,0.04471541188809821,0.05524692583029932,0.08096677746080966,0.08097329830499683,0.05806278539717954,0.03504280856658819,0.03748156686950463,0.06774673652609171,0.07003118499621568,0.07734126382131715,0.09862055862982388,0.0890488676485554,0.037622292094928865,0.04208769420156011,0.05856178180307455,0.06068508320895057,0.041346807789325236,0.04912187867849098,0.10073886867786706,0.13355699995395462,0.13188356228613746,0.11887966290535755
NP32,0.19314598743863606,0.1393198835290434,0.10369437085594682,0.1285281301814146,0.14872907581717779,0.17695361923918004,0.21437958069124868,0.25952468165894343,0.30762973849762365,0.267736595672729,0.1639033056077539,0.10174598852899168,0.1682854344183738,0.22643301912510502,0.22058308839260604,0.22960969193693637,0.2083215920881375,0.1494988254250685,0.06256318558029215,0.11511445537728678,0.13720103011281884,0.09101837102387056,0.0652338645959408,0.09370107217007893,0.08186344467509825
NP34,0.0898710800175761,0.07335514717136135,0.05008964087377681,0.05865754561446946,0.06556907678937654,0.059556916600663944,0.06285336596111334,0.08789430884776425,0.08667110259463326,0.07155778323197227,0.05677490955655984,0.09729902997660422,0.08537171424241093,0.0704092678089373,0.07292867290283347,0.07484207272298214,0.09611181173680894,0.09178828263581179,0.09998997383527436,0.12157713621484738,0.07968754513116053,0.063279786562965,0.05092835216017594,0.071010883594147,0.10735546248447639
NP36,0.0897619530075639,0.05645586521032425,0.057708949933982304,0.05649229066328526,0.05699300137545983,0.06682189225859136,0.06723033409618955,0.05749293001461822,0.042477918348603184,0.04225898315001989,0.060061368885537425,0.031270631989625236,0.03895970127559143,0.03630429256347185,0.03501080941067796,0.04448948428681567,0.021069713566301853,0.03282179106174506,0.06085681450884427,0.06725042950169605,0.029083733092263715,0.07364710822897669,0.08595444832680624,0.05498496830026864,0.07922764929102442
NP38,0.13294223507712033,0.12735183685866464,0.12546748996637874,0.11071813716545552,0.11185168290169505,0.13052909990978037,0.1851174859411251,0.07133010704036649,0.09130877929150634,0.14393142598609412,0.18116523446250668,0.15039686978986577,0.08597862473963465,0.10107981695985335,0.09879216304799113,0.13130226147222235,0.11272640068660413,0.08587376355468221,0.096975900485013,0.07335016320767243,0.05890031058808787,0.1027117552146049,0.12327975174159915,0.08718664221627238,0.10981939083414848
NP39,0.08826893569529383,0.07808670372552828,0.0674947955121844,0.07681480451774851,0.10313927732821648,0.10161124860391843,0.0476290159738889,0.03748420588867647,0.06106350047893163,0.08871595230102666,0.06414871227615035,0.07259265350829094,0.07332201790863839,0.0689106441971806,0.07692408837198127,0.04178554794365397,0.08131487049466714,0.10839577273753707,0.08662656699192907,0.08983988766112598,0.0500552318738756,0.09714985019930306,0.054502609540886704,0.03892651739509453,0.03910642744932368
NP43,0.038983366980216025,0.06792535682095853,0.14474672213317488,0.09482295529557136,0.1172961266056533,0.11101709106822427,0.14470581930237134,0.10868103986032784,0.13330877882951078,0.12850001664498453,0.12409879855697865,0.06025780601785397,0.08972090945135251,0.032499170558361705,0.08703662764226876,0.0752758073969191,0.09067421677070552,0.15879377528160046,0.12374275867167665,0.053310310792305526,0.08712323871205374,0.12648117236637071,0.16356708766725997,0.16309942432674587,0.13507710906460885
