,0
1.9822712330395684,0.014852206411356293
1.9195566506095723,0.013687366418482809
1.8568420681795763,0.014556494209848166
1.7941274857495801,0.015403832738642174
1.7314129033195842,0.012257782185123732
1.668698320889588,0.013047335191401336
1.6059837384595919,0.01495140011282312
1.543269156029596,0.012694281228184846
1.4805545735995997,0.015069072230374165
1.4178399911696036,0.014112981329749964
1.3551254087396076,0.013963664314674664
1.2924108263096115,0.013740539317280672
1.2296962438796153,0.013301410956261512
1.1669816614496193,0.01568476708937647
1.1042670790196232,0.013897268344852014
1.041552496589627,0.015069186437070422
0.9788379141596311,0.01535324878865634
0.9161233317296349,0.013895517358101758
0.853408749299639,0.0151732751231826
0.7906941668696428,0.013420998040024766
0.7279795844396468,0.016744102589157518
0.6652650020096507,0.014933019943994867
0.6025504195796545,0.013760404761785012
0.5398358371496585,0.013894668314323717
0.47712125471966244,0.016163961219357943
