,0
1.9822712330395684,0.011325051244252144
1.9195566506095723,0.010495985324159926
1.8568420681795763,0.012327380242253178
1.7941274857495801,0.014212613900019749
1.7314129033195842,0.00967818221186386
1.668698320889588,0.011613911743551492
1.6059837384595919,0.014877274194548724
1.543269156029596,0.01073825553943356
1.4805545735995997,0.014961397941207138
1.4178399911696036,0.011592806693470804
1.3551254087396076,0.010924252496972162
1.2924108263096115,0.011681022210894192
1.2296962438796153,0.013031476181645844
1.1669816614496193,0.010902649697376383
1.1042670790196232,0.010961715607478145
1.041552496589627,0.01355180457298801
0.9788379141596311,0.01185158348470588
0.9161233317296349,0.009371541108237035
0.853408749299639,0.01270625123453799
0.7906941668696428,0.012555450573961104
0.7279795844396468,0.011777108106827115
0.6652650020096507,0.011894274305790854
0.6025504195796545,0.013632261493984704
0.5398358371496585,0.013181081076294017
0.47712125471966244,0.01713993192369592
